Date (yyyy-mm-dd),Max_temperature (°C),Min_temperature (°C),Rain (mm),Wind (km/h),Description,City
2024-09-23,20,10,11.2,5,Ligeras precipitaciones,Medellín
2022-09-23,21,12,5.9,4,Ligeras lluvias,Medellín
2021-09-23,21,15,3.8,2,Ligeras precipitaciones,Medellín
2020-09-23,25,13,3.0,5,Lluvia moderada a intervalos,Medellín
2019-09-23,23,10,40.1,2,Lluvias torrenciales,Medellín
2024-09-24,27,9,3.6,7,Periodos de lluvia moderada,Medellín
2023-09-24,22,10,7.2,4,Ligeras precipitaciones,Medellín
2021-09-24,21,13,8.9,5,Ligeras precipitaciones,Medellín
2020-09-24,23,12,16.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-09-24,24,9,19.8,1,Lluvias fuertes o moderadas,Medellín
2024-09-25,24,10,7.1,6,Niebla moderada,Medellín
2023-09-25,27,9,3.6,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-09-25,29,14,2.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-09-25,23,8,0.8,6,Lluvia moderada a intervalos,Medellín
2020-09-25,21,15,18.2,3,Lluvia moderada,Medellín
2019-09-25,24,12,30.1,2,Lluvias torrenciales,Medellín
2024-09-26,18,9,5.9,3,Ligeras precipitaciones,Medellín
2023-09-26,26,10,8.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-09-26,25,10,1.3,5,Ligeras precipitaciones,Medellín
2021-09-26,28,8,0.6,6,Lluvia moderada a intervalos,Medellín
2020-09-26,22,10,22.0,3,Lluvias fuertes o moderadas,Medellín
2019-09-26,24,11,34.3,3,Lluvias fuertes o moderadas,Medellín
2024-09-27,24,12,10.0,4,Ligeras precipitaciones,Medellín
2023-09-27,26,10,13.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-09-27,28,9,0.4,5,Lluvia moderada a intervalos,Medellín
2021-09-27,28,9,0.9,5,Lluvia moderada a intervalos,Medellín
2020-09-27,17,11,31.5,3,Ligeras precipitaciones,Medellín
2019-09-27,24,8,15.5,4,Lluvias fuertes o moderadas,Medellín
2024-09-28,23,11,16.4,3,Ligeras precipitaciones,Medellín
2023-09-28,19,9,9.5,2,Ligeras precipitaciones,Medellín
2022-09-28,22,9,1.6,4,Lluvia moderada a intervalos,Medellín
2021-09-28,25,9,1.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-09-28,21,10,17.4,4,Lluvias fuertes o moderadas,Medellín
2019-09-28,22,9,38.5,4,Lluvias fuertes o moderadas,Medellín
2024-09-29,19,9,6.6,4,Ligeras precipitaciones,Medellín
2023-09-29,25,10,3.2,5,Ligeras precipitaciones,Medellín
2022-09-29,22,10,5.3,1,Ligeras precipitaciones,Medellín
2021-09-29,23,9,2.6,4,Ligeras precipitaciones,Medellín
2020-09-29,21,10,15.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-09-29,19,9,22.7,1,Lluvias fuertes o moderadas,Medellín
2024-09-30,24,9,10.8,5,Ligeras precipitaciones,Medellín
2023-09-30,27,10,4.4,6,Lluvia moderada a intervalos,Medellín
2022-09-30,21,11,11.9,3,Ligeras precipitaciones,Medellín
2021-09-30,21,12,4.2,2,Ligeras precipitaciones,Medellín
2020-09-30,20,11,27.7,4,Lluvias fuertes o moderadas,Medellín
2019-09-30,22,9,28.6,6,Lluvias fuertes o moderadas,Medellín
2024-10-01,23,10,8.7,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-01,28,10,0.9,7,Niebla moderada,Medellín
2022-10-01,21,9,4.3,4,Ligeras precipitaciones,Medellín
2021-10-01,21,12,2.9,4,Ligeras precipitaciones,Medellín
2020-10-01,22,7,11.8,3,Lluvias fuertes o moderadas,Medellín
2019-10-01,21,9,35.5,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-02,22,9,20.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-02,26,10,8.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-10-02,24,9,1.3,7,Ligeras precipitaciones,Medellín
2021-10-02,22,10,3.2,2,Ligeras precipitaciones,Medellín
2020-10-02,22,13,22.8,3,Lluvias fuertes o moderadas,Medellín
2019-10-02,22,11,21.7,3,Lluvias fuertes o moderadas,Medellín
2024-10-03,23,9,8.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-03,22,10,12.0,2,Ligeras precipitaciones,Medellín
2022-10-03,23,8,1.5,6,Lluvia moderada a intervalos,Medellín
2021-10-03,22,9,3.6,3,Ligeras precipitaciones,Medellín
2020-10-03,20,12,29.0,2,Lluvias fuertes o moderadas,Medellín
2019-10-03,21,8,18.8,3,Lluvias fuertes o moderadas,Medellín
2024-10-04,25,9,13.8,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-04,21,10,20.0,2,Ligeras precipitaciones,Medellín
2022-10-04,25,9,4.4,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-10-04,23,10,4.3,4,Ligeras precipitaciones,Medellín
2020-10-04,21,12,71.1,2,Lluvias fuertes o moderadas,Medellín
2019-10-04,23,7,16.6,4,Lluvias fuertes o moderadas,Medellín
2024-10-05,22,9,13.4,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-05,19,9,8.3,3,Llovizna,Medellín
2022-10-05,20,10,6.2,3,Ligeras precipitaciones,Medellín
2021-10-05,24,9,2.8,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-10-05,21,11,34.4,2,Lluvias fuertes o moderadas,Medellín
2019-10-05,25,8,24.3,3,Lluvias torrenciales,Medellín
2024-10-06,22,10,32.9,3,Lluvias fuertes o moderadas,Medellín
2023-10-06,21,10,7.0,2,Ligeras precipitaciones,Medellín
2022-10-06,20,13,3.1,3,Ligeras precipitaciones,Medellín
2021-10-06,23,11,4.2,5,Ligeras precipitaciones,Medellín
2020-10-06,18,11,45.3,3,Lluvias fuertes o moderadas,Medellín
2019-10-06,22,8,24.0,5,Lluvias fuertes o moderadas,Medellín
2024-10-07,22,10,39.2,4,Lluvias fuertes o moderadas,Medellín
2023-10-07,26,9,10.1,5,Ligeras precipitaciones,Medellín
2022-10-07,23,13,3.1,4,Ligeras precipitaciones,Medellín
2021-10-07,28,12,2.4,5,Niebla moderada,Medellín
2020-10-07,22,10,15.6,5,Lluvias fuertes o moderadas,Medellín
2019-10-07,23,8,15.6,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-08,19,11,28.2,3,Ligeras precipitaciones,Medellín
2023-10-08,17,9,6.7,4,Ligeras precipitaciones,Medellín
2022-10-08,21,15,7.7,4,Ligeras precipitaciones,Medellín
2021-10-08,21,12,5.0,2,Ligeras precipitaciones,Medellín
2020-10-08,23,11,24.4,4,Lluvias fuertes o moderadas,Medellín
2019-10-08,24,13,20.1,4,Lluvias fuertes o moderadas,Medellín
2024-10-09,21,10,12.3,4,Ligeras precipitaciones,Medellín
2023-10-09,22,9,6.5,4,Llovizna a intervalos,Medellín
2022-10-09,20,12,3.9,2,Ligeras precipitaciones,Medellín
2021-10-09,21,10,4.7,3,Ligeras precipitaciones,Medellín
2020-10-09,21,11,47.3,3,Lluvias fuertes o moderadas,Medellín
2019-10-09,23,11,28.6,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-10,20,10,33.7,2,Ligeras precipitaciones,Medellín
2023-10-10,25,10,11.5,5,Ligeras precipitaciones,Medellín
2022-10-10,21,10,6.1,2,Ligeras precipitaciones,Medellín
2021-10-10,22,10,4.2,4,Ligeras precipitaciones,Medellín
2020-10-10,21,10,28.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2019-10-10,23,15,31.7,4,Lluvias fuertes o moderadas,Medellín
2024-10-11,21,9,16.7,4,Ligeras precipitaciones,Medellín
2023-10-11,18,9,10.8,4,Ligeras precipitaciones,Medellín
2022-10-11,23,14,1.5,3,Ligeras precipitaciones,Medellín
2021-10-11,21,10,9.7,5,Ligeras lluvias,Medellín
2020-10-11,23,14,15.6,3,Lluvias fuertes o moderadas,Medellín
2019-10-11,21,12,28.7,3,Lluvias fuertes o moderadas,Medellín
2024-10-12,25,9,2.8,6,Periodos de lluvia moderada,Medellín
2023-10-12,22,9,15.9,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-10-12,23,13,2.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-10-12,22,10,3.9,3,Ligeras precipitaciones,Medellín
2020-10-12,22,11,26.0,2,Lluvias fuertes o moderadas,Medellín
2019-10-12,23,10,22.3,4,Lluvias fuertes o moderadas,Medellín
2024-10-13,23,9,6.7,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-13,19,9,5.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-10-13,20,11,5.5,1,Ligeras precipitaciones,Medellín
2021-10-13,23,10,6.0,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-10-13,18,11,25.9,3,Lluvias fuertes o moderadas,Medellín
2019-10-13,24,9,18.5,1,Lluvias fuertes o moderadas,Medellín
2024-10-14,26,9,0.8,8,Lluvia moderada a intervalos,Medellín
2023-10-14,24,10,8.4,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-10-14,21,9,3.8,2,Ligeras precipitaciones,Medellín
2021-10-14,23,10,6.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-10-14,20,12,29.7,2,Lluvias fuertes o moderadas,Medellín
2019-10-14,23,8,13.2,2,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-15,22,10,12.4,2,Ligeras precipitaciones,Medellín
2023-10-15,24,9,10.1,4,Ligeras precipitaciones,Medellín
2022-10-15,20,10,4.7,5,Ligeras precipitaciones,Medellín
2021-10-15,22,11,4.8,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2020-10-15,22,10,4.7,6,Lluvia moderada a intervalos,Medellín
2019-10-15,23,9,12.8,4,Lluvias fuertes o moderadas,Medellín
2024-10-16,25,10,9.0,5,Ligeras precipitaciones,Medellín
2023-10-16,23,10,14.9,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-10-16,19,9,4.7,2,Ligeras precipitaciones,Medellín
2021-10-16,24,9,2.9,5,Ligeras precipitaciones,Medellín
2020-10-16,25,11,12.8,4,Lluvias fuertes o moderadas,Medellín
2019-10-16,21,8,27.2,3,Lluvias torrenciales,Medellín
2024-10-17,22,10,13.6,5,Ligeras precipitaciones,Medellín
2023-10-17,19,9,10.0,4,Ligeras precipitaciones,Medellín
2022-10-17,17,10,3.5,3,Ligeras precipitaciones,Medellín
2021-10-17,22,11,4.1,4,Ligeras precipitaciones,Medellín
2020-10-17,22,11,22.7,2,Lluvias fuertes o moderadas,Medellín
2019-10-17,21,8,25.9,3,Lluvias fuertes o moderadas,Medellín
2024-10-18,22,11,6.0,3,Ligeras precipitaciones,Medellín
2023-10-18,21,9,2.0,5,Niebla moderada,Medellín
2022-10-18,20,9,3.5,4,Ligeras precipitaciones,Medellín
2021-10-18,20,10,7.4,4,Ligeras precipitaciones,Medellín
2020-10-18,21,11,22.0,2,Lluvias fuertes o moderadas,Medellín
2019-10-18,18,10,34.6,3,Lluvias torrenciales,Medellín
2024-10-19,22,10,6.2,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-19,23,10,9.2,3,Ligeras precipitaciones,Medellín
2022-10-19,20,10,5.2,2,Ligeras precipitaciones,Medellín
2021-10-19,22,9,1.6,5,Ligeras precipitaciones,Medellín
2020-10-19,17,10,18.4,3,Lluvias fuertes o moderadas,Medellín
2019-10-19,22,9,30.4,2,Lluvias fuertes o moderadas,Medellín
2024-10-20,23,10,16.3,3,Lluvias fuertes o moderadas,Medellín
2023-10-20,21,14,12.7,4,Ligeras precipitaciones,Medellín
2022-10-20,19,9,5.5,4,Ligeras precipitaciones,Medellín
2021-10-20,17,9,2.9,2,Ligeras precipitaciones,Medellín
2020-10-20,19,9,9.5,2,Lluvias fuertes o moderadas,Medellín
2019-10-20,22,14,48.5,2,Lluvias fuertes o moderadas,Medellín
2024-10-21,21,10,11.5,3,Ligeras precipitaciones,Medellín
2023-10-21,21,10,7.1,3,Ligeras precipitaciones,Medellín
2022-10-21,20,10,4.8,3,Ligeras precipitaciones,Medellín
2021-10-21,23,8,2.7,3,Ligeras precipitaciones,Medellín
2020-10-21,20,11,26.1,4,Lluvias fuertes o moderadas,Medellín
2019-10-21,23,14,21.0,1,Lluvias torrenciales,Medellín
2024-10-22,18,12,20.4,2,Ligeras precipitaciones,Medellín
2023-10-22,22,10,8.5,4,Ligeras precipitaciones,Medellín
2022-10-22,20,10,11.6,2,Ligeras precipitaciones,Medellín
2021-10-22,21,14,4.7,4,Ligeras precipitaciones,Medellín
2020-10-22,25,11,10.7,4,Ligeras lluvias,Medellín
2019-10-22,22,14,26.4,3,Lluvias torrenciales,Medellín
2024-10-23,23,12,9.7,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-23,22,9,8.8,4,Ligeras precipitaciones,Medellín
2022-10-23,18,10,6.1,3,Ligeras precipitaciones,Medellín
2021-10-23,22,10,2.7,2,Ligeras precipitaciones,Medellín
2020-10-23,21,11,19.2,3,Lluvias fuertes o moderadas,Medellín
2019-10-23,22,15,23.0,2,Lluvias fuertes o moderadas,Medellín
2024-10-24,25,11,14.9,5,Ligeras precipitaciones,Medellín
2023-10-24,19,13,12.4,2,Ligeras precipitaciones,Medellín
2022-10-24,18,9,10.0,3,Ligeras lluvias,Medellín
2021-10-24,21,9,3.6,4,Ligeras precipitaciones,Medellín
2020-10-24,20,11,41.4,3,Lluvias fuertes o moderadas,Medellín
2019-10-24,22,10,34.9,3,Lluvias torrenciales,Medellín
2024-10-25,22,10,7.1,4,Ligeras precipitaciones,Medellín
2023-10-25,18,11,8.1,3,Ligeras precipitaciones,Medellín
2022-10-25,17,9,3.0,5,Ligeras precipitaciones,Medellín
2021-10-25,22,9,3.4,2,Ligeras precipitaciones,Medellín
2020-10-25,18,8,28.8,2,Lluvias fuertes o moderadas,Medellín
2019-10-25,21,9,28.2,2,Lluvias torrenciales,Medellín
2024-10-26,24,14,12.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-10-26,21,10,5.4,5,Ligeras precipitaciones,Medellín
2022-10-26,19,8,2.2,4,Ligeras precipitaciones,Medellín
2021-10-26,22,10,4.9,2,Ligeras precipitaciones,Medellín
2020-10-26,18,13,21.5,4,Ligeras precipitaciones,Medellín
2019-10-26,23,9,30.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-27,23,12,11.7,4,Ligeras precipitaciones,Medellín
2023-10-27,18,10,5.6,6,Ligeras precipitaciones,Medellín
2022-10-27,18,9,4.6,4,Ligeras precipitaciones,Medellín
2021-10-27,18,10,5.3,3,Ligeras precipitaciones,Medellín
2020-10-27,21,11,25.6,2,Lluvias fuertes o moderadas,Medellín
2019-10-27,24,10,24.3,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-28,23,14,22.1,4,Niebla moderada,Medellín
2023-10-28,21,9,3.2,9,Ligeras precipitaciones,Medellín
2022-10-28,18,9,3.3,2,Ligeras precipitaciones,Medellín
2021-10-28,23,10,2.1,4,Ligeras precipitaciones,Medellín
2020-10-28,20,10,32.8,4,Lluvias fuertes o moderadas,Medellín
2019-10-28,24,8,15.5,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-10-29,22,11,14.3,2,Ligeras precipitaciones,Medellín
2023-10-29,22,9,5.3,7,Ligeras precipitaciones,Medellín
2022-10-29,17,10,5.1,2,Ligeras precipitaciones,Medellín
2021-10-29,22,8,1.8,4,Ligeras precipitaciones,Medellín
2020-10-29,18,11,16.5,2,Ligeras precipitaciones,Medellín
2019-10-29,23,9,11.7,4,Lluvias fuertes o moderadas,Medellín
2024-10-30,23,10,24.6,3,Lluvias fuertes o moderadas,Medellín
2023-10-30,17,10,9.0,2,Ligeras precipitaciones,Medellín
2022-10-30,22,9,1.8,5,Ligeras precipitaciones,Medellín
2021-10-30,16,11,5.0,4,Ligeras precipitaciones,Medellín
2020-10-30,20,11,23.5,2,Lluvias fuertes o moderadas,Medellín
2019-10-30,21,8,18.7,4,Lluvias fuertes o moderadas,Medellín
2024-10-31,17,9,19.3,5,Ligeras lluvias,Medellín
2023-10-31,21,10,10.8,3,Ligeras precipitaciones,Medellín
2022-10-31,19,10,3.5,4,Ligeras precipitaciones,Medellín
2021-10-31,19,11,5.6,3,Ligeras precipitaciones,Medellín
2020-10-31,19,11,36.9,2,Lluvias fuertes o moderadas,Medellín
2019-10-31,23,11,18.4,4,Lluvias fuertes o moderadas,Medellín
2024-08-03,22,9,11.5,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2023-08-03,29,9,2.5,7,Lluvia moderada a intervalos,Medellín
2022-08-03,26,9,2.3,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-08-03,25,14,0.5,7,Lluvia moderada a intervalos,Medellín
2020-08-03,26,15,3.2,4,Lluvia moderada a intervalos,Medellín
2019-08-03,23,11,36.6,4,Lluvias fuertes o moderadas,Medellín
2024-08-11,20,9,16.3,4,Ligeras precipitaciones,Medellín
2023-08-11,22,11,47.8,4,Fuertes lluvias,Medellín
2022-08-11,28,9,1.3,4,Niebla moderada,Medellín
2021-08-11,24,11,6.8,4,Periodos de lluvia moderada,Medellín
2020-08-11,26,12,20.8,4,Lluvias fuertes o moderadas,Medellín
2019-08-11,27,12,9.4,8,Lluvias fuertes o moderadas,Medellín
2024-08-18,28,8,0.0,9,Neblina,Medellín
2023-08-18,21,10,39.0,5,Lluvias fuertes o moderadas,Medellín
2022-08-18,23,11,2.9,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-08-18,23,14,15.7,4,Lluvias fuertes o moderadas,Medellín
2020-08-18,22,11,46.0,3,Lluvias torrenciales,Medellín
2019-08-18,26,9,9.4,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-08-25,22,15,17.0,4,Ligeras precipitaciones,Medellín
2023-08-25,25,9,18.9,6,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-08-25,22,8,2.3,4,Niebla moderada,Medellín
2021-08-25,21,13,45.4,2,Ligeras precipitaciones,Medellín
2020-08-25,23,11,51.4,2,Lluvias fuertes o moderadas,Medellín
2019-08-25,27,14,5.7,7,Lluvia moderada a intervalos,Medellín
2024-09-16,29,10,0.1,10,Lluvia moderada a intervalos,Medellín
2023-09-16,27,9,0.1,7,Niebla moderada,Medellín
2022-09-16,23,10,2.6,4,Niebla moderada,Medellín
2021-09-16,24,14,3.0,7,Llovizna,Medellín
2020-09-16,22,11,33.0,2,Lluvias fuertes o moderadas,Medellín
2019-09-16,26,14,8.1,4,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-11-01,21,9,2.3,8,Niebla moderada,Medellín
2023-11-01,23,10,11.8,2,Ligeras precipitaciones,Medellín
2022-11-01,24,11,1.3,5,Ligeras precipitaciones,Medellín
2021-11-01,21,10,3.0,3,Ligeras precipitaciones,Medellín
2020-11-01,17,11,45.1,5,Lluvias fuertes o moderadas,Medellín
2019-11-01,22,10,26.3,2,Lluvias torrenciales,Medellín
2024-11-02,22,12,4.8,7,Ligeras precipitaciones,Medellín
2023-11-02,20,11,17.0,4,Ligeras precipitaciones,Medellín
2022-11-02,20,11,3.7,4,Ligeras precipitaciones,Medellín
2021-11-02,17,10,2.8,4,Ligeras precipitaciones,Medellín
2020-11-02,19,11,23.1,3,Lluvias fuertes o moderadas,Medellín
2019-11-02,22,12,22.7,2,Lluvias torrenciales,Medellín
2024-11-03,24,9,4.4,6,Ligeras precipitaciones,Medellín
2023-11-03,20,13,11.5,4,Ligeras precipitaciones,Medellín
2022-11-03,17,11,7.0,3,Ligeras precipitaciones,Medellín
2021-11-03,22,12,1.9,4,Ligeras precipitaciones,Medellín
2020-11-03,23,10,7.4,2,Ligeras precipitaciones,Medellín
2019-11-03,21,15,35.5,4,Lluvias torrenciales,Medellín
2024-11-04,24,10,3.3,6,Niebla moderada,Medellín
2023-11-04,21,13,9.2,5,Ligeras precipitaciones,Medellín
2022-11-04,18,10,1.3,5,Ligeras precipitaciones,Medellín
2021-11-04,18,10,2.2,3,Ligeras precipitaciones,Medellín
2020-11-04,22,16,12.7,3,Lluvias fuertes o moderadas,Medellín
2019-11-04,25,13,26.9,2,Lluvias torrenciales,Medellín
2024-11-05,24,10,14.4,4,Ligeras precipitaciones,Medellín
2023-11-05,21,10,15.4,4,Ligeras precipitaciones,Medellín
2022-11-05,18,9,0.9,6,Ligeras precipitaciones,Medellín
2021-11-05,23,10,4.1,5,Ligeras precipitaciones,Medellín
2020-11-05,19,11,20.1,1,Lluvias fuertes o moderadas,Medellín
2019-11-05,22,16,21.3,2,Lluvias fuertes o moderadas,Medellín
2024-11-06,24,10,13.0,4,Ligeras precipitaciones,Medellín
2023-11-06,21,9,10.7,4,Ligeras precipitaciones,Medellín
2022-11-06,16,9,4.1,5,Ligeras precipitaciones,Medellín
2021-11-06,20,10,1.1,4,Lluvia moderada a intervalos,Medellín
2020-11-06,17,8,50.4,4,Lluvias fuertes o moderadas,Medellín
2019-11-06,23,14,18.5,4,Lluvias fuertes o moderadas,Medellín
2024-11-07,21,10,15.4,2,Ligeras precipitaciones,Medellín
2023-11-07,19,10,9.8,5,Ligeras precipitaciones,Medellín
2022-11-07,19,9,4.6,4,Ligeras precipitaciones,Medellín
2021-11-07,20,8,2.5,4,Ligeras precipitaciones,Medellín
2020-11-07,20,9,21.2,2,Lluvias fuertes o moderadas,Medellín
2019-11-07,25,13,9.5,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2024-11-08,21,10,15.3,4,Ligeras precipitaciones,Medellín
2023-11-08,26,10,9.2,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-11-08,19,10,7.2,2,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2021-11-08,17,9,3.9,2,Ligeras precipitaciones,Medellín
2020-11-08,21,10,23.8,2,Lluvias fuertes o moderadas,Medellín
2019-11-08,24,15,23.7,4,Lluvias torrenciales,Medellín
2024-11-09,20,10,7.9,5,Ligeras precipitaciones,Medellín
2023-11-09,20,11,13.1,4,Ligeras precipitaciones,Medellín
2022-11-09,17,10,6.5,2,Ligeras precipitaciones,Medellín
2021-11-09,21,9,3.8,2,Ligeras precipitaciones,Medellín
2020-11-09,20,11,32.2,2,Lluvias fuertes o moderadas,Medellín
2019-11-09,19,15,27.4,4,Lluvias fuertes o moderadas,Medellín
2024-11-10,21,9,8.8,4,Ligeras precipitaciones,Medellín
2023-11-10,23,11,11.6,5,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-11-10,19,14,4.7,3,Ligeras precipitaciones,Medellín
2021-11-10,22,15,5.9,4,Ligeras precipitaciones,Medellín
2020-11-10,16,10,39.9,4,Fuertes lluvias,Medellín
2019-11-10,23,14,21.5,2,Lluvias torrenciales,Medellín
2024-11-11,17,9,13.0,4,Ligeras precipitaciones,Medellín
2023-11-11,18,10,8.9,4,Ligeras precipitaciones,Medellín
2022-11-11,20,13,2.6,3,Ligeras precipitaciones,Medellín
2021-11-11,24,14,2.1,4,Ligeras precipitaciones,Medellín
2020-11-11,17,10,33.3,2,Ligeras precipitaciones,Medellín
2019-11-11,21,13,27.8,3,Lluvias torrenciales,Medellín
2024-11-12,19,10,16.2,2,Ligeras precipitaciones,Medellín
2023-11-12,22,11,9.8,4,Ligeras precipitaciones,Medellín
2022-11-12,19,9,3.8,2,Ligeras precipitaciones,Medellín
2021-11-12,22,9,1.1,4,Lluvia moderada a intervalos,Medellín
2020-11-12,19,10,31.0,2,Lluvias fuertes o moderadas,Medellín
2019-11-12,21,13,37.0,4,Lluvias torrenciales,Medellín
2024-11-13,20,11,14.7,4,Ligeras precipitaciones,Medellín
2023-11-13,22,10,11.2,4,Ligeras precipitaciones,Medellín
2022-11-13,17,10,4.6,2,Ligeras precipitaciones,Medellín
2021-11-13,20,9,1.7,4,Ligeras precipitaciones,Medellín
2020-11-13,21,9,23.1,4,Lluvias fuertes o moderadas,Medellín
2019-11-13,20,11,30.6,3,Lluvias fuertes o moderadas,Medellín
2024-11-14,21,14,9.0,3,Ligeras precipitaciones,Medellín
2023-11-14,21,11,20.1,3,Intervalos de lluvias ligeras con tomenta en la región,Medellín
2022-11-14,19,10,5.8,2,Ligeras precipitaciones,Medellín
2021-11-14,21,9,1.3,4,Ligeras precipitaciones,Medellín
2020-11-14,17,11,14.0,5,Ligeras precipitaciones,Medellín
2019-11-14,20,10,24.2,3,Lluvias torrenciales,Medellín
2024-11-15,20,14,13.2,3,Ligeras precipitaciones,Medellín
2023-11-15,17,10,18.2,4,Ligeras precipitaciones,Medellín
2022-11-15,18,10,9.0,3,Ligeras precipitaciones,Medellín
2021-11-15,19,10,4.3,2,Ligeras precipitaciones,Medellín
2020-11-15,20,10,8.3,4,Ligeras precipitaciones,Medellín
2019-11-15,21,11,35.1,2,Lluvias torrenciales,Medellín
2024-11-16,18,10,7.7,3,Ligeras precipitaciones,Medellín
2023-11-16,18,10,7.1,4,Ligeras precipitaciones,Medellín
2022-11-16,21,13,3.6,2,Ligeras precipitaciones,Medellín
2021-11-16,20,10,1.3,5,Niebla moderada,Medellín
2020-11-16,19,10,26.8,2,Lluvias fuertes o moderadas,Medellín
2019-11-16,20,11,24.2,2,Lluvias fuertes o moderadas,Medellín
2024-11-17,20,9,9.9,3,Ligeras precipitaciones,Medellín
2023-11-17,25,9,16.0,5,Ligeras precipitaciones,Medellín
2022-11-17,18,11,5.1,4,Ligeras precipitaciones,Medellín
2021-11-17,29,10,0.7,5,Niebla moderada,Medellín
2020-11-17,16,10,49.8,3,Fuertes lluvias,Medellín
2019-11-17,22,12,19.1,3,Lluvias fuertes o moderadas,Medellín
2024-11-18,20,9,16.8,2,Ligeras precipitaciones,Medellín
2023-11-18,18,10,8.2,4,Ligeras precipitaciones,Medellín
2022-11-18,17,15,7.9,4,Ligeras precipitaciones,Medellín
2021-11-18,23,9,1.1,4,Lluvia moderada a intervalos,Medellín
2020-11-18,18,10,10.7,3,Lluvias fuertes o moderadas,Medellín
2019-11-18,20,11,25.5,2,Lluvias fuertes o moderadas,Medellín
2024-11-19,16,8,21.8,3,Lluvias fuertes o moderadas,Medellín
2023-11-19,20,10,6.9,4,Ligeras precipitaciones,Medellín
2022-11-19,22,14,7.0,3,Ligeras precipitaciones,Medellín
2021-11-19,23,10,0.8,4,Niebla moderada,Medellín
2020-11-19,18,9,19.1,2,Lluvias fuertes o moderadas,Medellín
2019-11-19,19,10,25.1,2,Lluvias fuertes o moderadas,Medellín
2024-11-20,18,10,19.3,2,Ligeras precipitaciones,Medellín
2023-11-20,21,9,14.2,3,Ligeras precipitaciones,Medellín
2022-11-20,19,12,9.0,4,Ligeras precipitaciones,Medellín
2021-11-20,23,14,1.9,4,Ligeras precipitaciones,Medellín
2020-11-20,20,10,26.0,3,Lluvias fuertes o moderadas,Medellín
2019-11-20,21,10,11.8,3,Lluvias fuertes o moderadas,Medellín
2024-11-21,22,12,17.7,2,Ligeras precipitaciones,Medellín
2023-11-21,22,9,7.3,3,Ligeras precipitaciones,Medellín
2022-11-21,23,10,2.7,3,Llovizna,Medellín
2021-11-21,23,10,1.4,5,Ligeras precipitaciones,Medellín
2020-11-21,19,10,28.1,3,Lluvias fuertes o moderadas,Medellín
2019-11-21,21,10,20.7,2,Lluvias fuertes o moderadas,Medellín
2024-11-22,19,13,24.8,2,Ligeras precipitaciones,Medellín
